Index,Hours,Julian_day,Week_day,T_°C,SR_W/m2,p_mb,Prec_mm,RH_%,WD_°,WS_m/s,Class
8708.0,19.0,363.0,0.0,15.23,0.0,722.48,0.0,63.53,63.12,2.17,1
8692.0,3.0,363.0,0.0,11.81,0.0,723.11,0.0,82.52,250.92,0.72,0
8721.0,8.0,364.0,1.0,12.51,114.37,724.61,0.0,85.37,325.9,1.02,1
8732.0,19.0,364.0,1.0,15.3,0.0,722.63,0.0,65.24,0.2,3.32,0
8744.0,7.0,365.0,2.0,12.28,6.56,723.18,0.0,73.06,175.2,1.63,1
8752.0,15.0,365.0,2.0,19.32,322.27,721.76,0.0,42.84,111.24,1.97,0
8762.0,1.0,1.0,3.0,11.25,0.0,723.56,0.0,70.11,312.84,0.97,1
8773.0,12.0,1.0,3.0,18.39,561.8,723.01,0.0,41.33,144.0,1.61,0
8790.0,5.0,2.0,4.0,12.6,0.0,721.84,0.0,74.15,92.04,1.07,1
8795.0,10.0,2.0,4.0,17.03,632.32,723.33,0.0,42.43,177.0,2.72,0
8815.0,6.0,3.0,5.0,9.0,0.0,721.78,0.0,77.75,316.3,0.81,1
8823.0,14.0,3.0,5.0,21.47,617.7,720.97,0.0,31.98,149.1,2.15,0
8841.0,8.0,4.0,6.0,12.87,109.48,723.43,0.0,63.31,120.84,0.99,1
8849.0,16.0,4.0,6.0,16.93,191.83,721.64,0.0,53.57,121.32,3.3,0
8880.0,23.0,5.0,0.0,12.1,0.0,724.5,0.0,62.91,282.48,0.88,1
8871.0,14.0,5.0,0.0,18.68,474.11,722.13,0.0,40.66,74.76,2.58,0
8901.0,20.0,6.0,1.0,14.88,0.0,722.61,0.0,55.36,268.92,1.78,1
8897.0,16.0,6.0,1.0,20.32,588.95,721.52,0.0,36.73,102.48,3.0,0
8926.0,21.0,7.0,2.0,14.68,0.0,722.47,0.0,62.21,341.5,1.23,1
8907.0,2.0,7.0,2.0,11.63,0.0,722.34,0.0,55.51,314.5,1.07,0
8930.0,1.0,8.0,3.0,11.44,0.0,722.3,0.0,72.67,301.4,0.63,1
8932.0,3.0,8.0,3.0,10.69,0.0,721.6,0.0,80.54,305.6,0.91,0
8960.0,7.0,9.0,4.0,11.06,9.77,722.91,0.0,91.71,194.4,1.33,1
8967.0,14.0,9.0,4.0,20.84,709.23,722.03,0.0,35.09,89.5,2.78,0
8985.0,8.0,10.0,5.0,12.86,110.84,724.08,0.0,79.57,117.8,1.1,1
8978.0,1.0,10.0,5.0,14.63,0.0,722.99,0.0,54.6,208.6,1.35,0
9002.0,1.0,11.0,6.0,13.51,0.0,723.2,0.0,56.08,207.6,1.64,1
9007.0,6.0,11.0,6.0,13.43,0.0,722.21,0.0,55.62,220.0,2.51,0
9033.0,8.0,12.0,0.0,14.39,96.75,724.01,0.0,62.54,153.8,1.69,1
9026.0,1.0,12.0,0.0,12.72,0.0,723.14,0.0,62.58,315.7,0.79,0
9057.0,8.0,13.0,1.0,13.56,96.97,723.07,0.0,66.01,90.1,1.38,1
9052.0,3.0,13.0,1.0,10.82,0.0,721.65,0.0,75.58,284.5,0.61,0
9091.0,18.0,14.0,2.0,18.33,183.58,720.59,0.0,53.94,1.4,3.56,1
9087.0,14.0,14.0,2.0,21.02,923.83,721.13,0.0,36.97,19.0,3.06,0
9114.0,17.0,15.0,3.0,19.53,357.12,721.02,0.0,41.4,164.0,2.12,1
9102.0,5.0,15.0,3.0,12.0,0.0,722.21,0.0,89.7,168.8,1.35,0
9139.0,18.0,16.0,4.0,12.0,4.55,721.89,4.7,91.51,30.8,1.07,1
9127.0,6.0,16.0,4.0,10.73,0.0,722.66,0.0,92.26,247.8,0.77,0
9145.0,0.0,17.0,5.0,11.58,0.0,723.6,0.0,88.83,352.3,1.43,1
9147.0,2.0,17.0,5.0,10.95,0.0,723.62,2.3,95.0,60.4,1.21,0
9187.0,18.0,18.0,6.0,10.74,2.8,722.99,1.8,96.0,163.6,2.13,1
9191.0,22.0,18.0,6.0,11.16,0.0,724.8,0.0,93.77,334.0,0.45,0
9212.0,19.0,19.0,0.0,12.72,0.0,721.56,0.0,86.65,134.0,0.97,1
9199.0,6.0,19.0,0.0,10.32,0.0,722.81,0.1,94.66,6.1,0.42,0
9234.0,17.0,20.0,1.0,12.2,101.99,721.22,0.0,90.57,185.6,1.5,1
9226.0,9.0,20.0,1.0,13.18,283.69,722.68,0.0,84.9,143.2,1.61,0
9259.0,18.0,21.0,2.0,14.46,10.75,720.84,0.0,73.32,56.0,1.49,1
9251.0,10.0,21.0,2.0,15.64,571.4,723.24,0.0,68.91,126.4,1.74,0
9275.0,10.0,22.0,3.0,12.58,326.54,724.43,0.2,79.96,22.7,1.02,1
9288.0,23.0,22.0,3.0,11.13,0.0,723.86,0.0,96.98,124.8,0.8,0
9307.0,18.0,23.0,4.0,12.77,46.9,721.07,0.1,83.09,223.5,1.43,1
9298.0,9.0,23.0,4.0,11.56,186.12,723.8,0.0,97.09,101.6,1.12,0
9325.0,12.0,24.0,5.0,15.74,465.34,723.02,0.0,69.82,179.7,1.42,1
9314.0,1.0,24.0,5.0,11.44,0.0,722.95,0.0,92.27,237.7,0.64,0
9355.0,18.0,25.0,6.0,17.76,242.36,718.93,0.0,55.01,355.9,2.75,1
9356.0,19.0,25.0,6.0,15.18,0.0,719.66,0.0,68.68,30.1,1.65,0
9372.0,11.0,26.0,0.0,16.1,208.49,721.64,0.0,64.8,66.0,1.56,1
9383.0,22.0,26.0,0.0,12.34,0.0,722.28,0.0,93.79,101.7,1.45,0
9405.0,20.0,27.0,1.0,12.96,0.0,721.61,0.0,87.51,86.9,1.53,1
9391.0,6.0,27.0,1.0,11.31,0.0,721.61,0.0,93.75,116.6,0.94,0
9417.0,8.0,28.0,2.0,11.62,58.56,721.82,0.0,86.27,183.4,1.49,1
9430.0,21.0,28.0,2.0,14.66,0.0,720.87,0.0,71.01,21.6,1.69,0
9442.0,9.0,29.0,3.0,14.36,300.99,721.44,0.0,70.43,45.1,1.31,1
9452.0,19.0,29.0,3.0,15.34,0.0,720.49,0.0,68.97,7.3,2.45,0
9465.0,8.0,30.0,4.0,11.89,90.97,721.85,0.0,84.92,76.0,1.07,1
9470.0,13.0,30.0,4.0,18.64,579.5,721.64,0.0,50.85,97.2,1.62,0
9500.0,19.0,31.0,5.0,15.42,0.0,721.76,0.0,68.03,358.4,2.36,1
9485.0,4.0,31.0,5.0,11.76,0.0,721.2,0.0,93.1,129.6,1.09,0
9514.0,9.0,32.0,6.0,13.89,236.01,722.93,0.0,75.97,84.9,0.96,1
9524.0,19.0,32.0,6.0,15.73,0.0,721.09,0.0,56.34,358.9,2.78,0
9537.0,8.0,33.0,0.0,12.63,92.54,722.34,0.0,66.84,22.5,0.94,1
9543.0,14.0,33.0,0.0,20.13,763.39,721.26,0.0,35.72,105.9,3.94,0
9572.0,19.0,34.0,1.0,16.85,0.0,720.61,0.0,50.28,80.5,2.25,1
9564.0,11.0,34.0,1.0,19.77,812.25,722.18,0.0,39.33,139.6,2.74,0
9585.0,8.0,35.0,2.0,12.07,97.07,721.82,0.0,75.17,232.8,0.91,1
9590.0,13.0,35.0,2.0,20.3,585.08,721.06,0.0,40.15,104.1,2.17,0
9609.0,8.0,36.0,3.0,14.5,97.25,722.09,0.0,55.34,176.4,3.25,1
9624.0,23.0,36.0,3.0,13.68,0.0,723.11,0.0,65.4,6.1,2.63,0
9644.0,19.0,37.0,4.0,13.38,0.0,722.17,0.5,81.68,200.3,2.32,1
9641.0,16.0,37.0,4.0,18.13,322.34,720.62,0.0,51.25,352.4,4.35,0
9659.0,10.0,38.0,5.0,12.92,377.62,723.75,0.0,80.76,174.6,1.87,1
9663.0,14.0,38.0,5.0,16.34,248.76,722.08,0.0,65.25,83.7,2.6,0
9676.0,3.0,39.0,6.0,10.85,0.0,722.88,0.0,94.96,142.7,0.73,1
9674.0,1.0,39.0,6.0,11.11,0.0,723.97,1.6,93.0,254.5,0.58,0
9713.0,16.0,40.0,0.0,14.74,154.7,721.43,0.0,75.94,155.2,2.19,1
9700.0,3.0,40.0,0.0,10.77,0.0,722.82,0.7,98.53,55.5,1.02,0
9739.0,18.0,41.0,1.0,16.09,72.08,720.43,0.0,65.34,10.5,2.04,1
9738.0,17.0,41.0,1.0,17.55,268.27,719.74,0.0,54.15,0.0,2.84,0
9763.0,18.0,42.0,2.0,16.96,60.49,719.59,0.0,61.33,0.0,2.67,1
9764.0,19.0,42.0,2.0,15.81,0.0,720.45,0.0,65.54,0.0,2.32,0
9778.0,9.0,43.0,3.0,15.27,336.07,722.91,0.0,69.82,101.3,1.59,1
9785.0,16.0,43.0,3.0,20.61,468.37,719.83,0.0,47.02,357.5,2.74,0
9801.0,8.0,44.0,4.0,13.65,120.4,722.27,0.0,77.08,56.9,0.88,1
9795.0,2.0,44.0,4.0,14.0,0.0,721.37,0.0,61.76,216.8,2.78,0
9838.0,21.0,45.0,5.0,13.81,0.0,723.59,0.0,80.29,26.2,1.05,1
9830.0,13.0,45.0,5.0,21.48,1102.49,721.52,0.0,37.12,120.6,2.66,0
9862.0,21.0,46.0,6.0,12.72,0.0,722.14,0.0,89.59,229.2,0.83,1
9841.0,0.0,46.0,6.0,12.64,0.0,723.49,0.0,82.67,227.1,0.9,0
9873.0,8.0,47.0,0.0,11.24,62.26,722.42,0.0,76.02,269.3,0.9,1
9884.0,19.0,47.0,0.0,16.46,0.0,720.27,0.0,54.97,356.5,2.57,0
9896.0,7.0,48.0,1.0,9.74,7.22,722.41,0.0,77.27,257.9,0.98,1
9894.0,5.0,48.0,1.0,9.62,0.0,721.64,0.0,80.2,300.7,0.83,0
9921.0,8.0,49.0,2.0,11.56,112.52,724.06,0.0,83.12,232.1,0.71,1
9915.0,2.0,49.0,2.0,11.76,0.0,723.08,0.0,80.5,299.8,1.01,0
9952.0,15.0,50.0,3.0,12.61,126.5,721.86,2.8,96.56,147.1,2.11,1
9943.0,6.0,50.0,3.0,12.0,0.0,722.36,0.7,93.57,105.0,1.26,0
9968.0,7.0,51.0,4.0,11.29,0.27,722.37,0.3,96.79,94.4,0.86,1
9967.0,6.0,51.0,4.0,11.29,0.0,722.07,0.2,96.32,102.4,1.03,0
9993.0,8.0,52.0,5.0,12.14,102.4,723.34,0.0,68.15,210.0,0.69,1
9991.0,6.0,52.0,5.0,8.89,0.0,722.41,0.0,85.15,297.2,0.64,0
10017.0,8.0,53.0,6.0,11.72,94.91,723.13,0.0,79.17,302.9,0.6,1
10029.0,20.0,53.0,6.0,13.98,0.0,722.08,0.0,82.54,153.0,1.7,0
10052.0,19.0,54.0,0.0,12.03,0.0,723.1,1.4,81.34,287.9,1.33,1
10050.0,17.0,54.0,0.0,14.22,3.42,722.18,1.6,82.28,139.3,2.98,0
10065.0,8.0,55.0,1.0,12.07,151.13,723.52,0.0,80.41,172.6,1.11,1
10075.0,18.0,55.0,1.0,14.47,22.44,721.44,0.0,72.36,170.4,2.47,0
10089.0,8.0,56.0,2.0,11.96,169.83,723.15,0.0,84.1,161.6,1.59,1
10104.0,23.0,56.0,2.0,13.19,0.0,724.11,0.0,88.34,146.1,1.38,0
10105.0,0.0,57.0,3.0,13.0,0.0,723.9,0.0,90.07,213.0,1.0,1
10115.0,10.0,57.0,3.0,17.4,701.07,723.7,0.0,48.82,177.3,2.82,0
10147.0,18.0,58.0,4.0,15.22,138.11,721.46,0.7,69.66,209.1,1.62,1
10130.0,1.0,58.0,4.0,12.65,0.0,723.18,0.0,90.19,26.3,1.05,0
10163.0,10.0,59.0,5.0,13.98,221.29,724.92,0.0,75.32,149.8,0.96,1
10174.0,21.0,59.0,5.0,14.74,0.0,724.8,0.0,66.63,11.6,2.28,0
10177.0,0.0,60.0,6.0,12.92,0.0,725.65,0.0,73.53,268.6,0.88,1
10191.0,14.0,60.0,6.0,19.87,999.58,724.46,0.0,43.86,48.8,2.41,0
10219.0,18.0,61.0,0.0,14.79,9.9,722.88,0.0,75.06,153.7,1.99,1
10213.0,12.0,61.0,0.0,19.55,932.52,725.16,0.0,45.28,18.1,2.36,0
10233.0,8.0,62.0,1.0,13.66,152.09,724.94,0.0,76.98,73.7,0.72,1
10238.0,13.0,62.0,1.0,19.44,302.87,724.17,0.0,46.02,315.0,1.65,0
10257.0,8.0,63.0,2.0,12.26,56.02,724.51,0.0,94.46,151.8,0.65,1
10262.0,13.0,63.0,2.0,17.64,647.92,724.26,0.0,60.68,345.1,2.35,0
10292.0,19.0,64.0,3.0,14.89,0.0,723.18,0.0,73.91,44.5,1.87,1
10295.0,22.0,64.0,3.0,12.87,0.0,725.26,0.0,93.18,126.2,1.43,0
10306.0,9.0,65.0,4.0,15.05,403.14,725.07,0.0,67.63,109.9,1.39,1
10308.0,11.0,65.0,4.0,18.21,842.93,724.9,0.0,55.07,83.5,2.08,0
10341.0,20.0,66.0,5.0,14.92,0.0,723.02,0.0,70.99,1.8,1.9,1
10339.0,18.0,66.0,5.0,16.17,29.6,721.91,0.0,68.67,10.3,2.39,0
10347.0,2.0,67.0,6.0,11.26,0.0,722.82,0.0,76.6,257.9,1.1,1
10357.0,12.0,67.0,6.0,20.85,1052.59,722.83,0.0,40.06,113.8,2.61,0
10376.0,7.0,68.0,0.0,11.6,7.02,722.38,0.0,78.39,235.4,1.21,1
10379.0,10.0,68.0,0.0,19.01,708.61,722.97,0.0,44.42,171.6,3.46,0
10400.0,7.0,69.0,1.0,11.6,5.16,722.4,0.0,84.45,229.6,1.26,1
10405.0,12.0,69.0,1.0,21.38,992.25,722.45,0.0,39.23,115.1,2.81,0
10435.0,18.0,70.0,2.0,17.48,52.69,721.05,0.0,56.9,356.4,3.1,1
10440.0,23.0,70.0,2.0,14.57,0.0,723.2,0.0,57.54,239.8,1.33,0
10450.0,9.0,71.0,3.0,15.09,429.63,726.04,0.0,67.21,42.2,1.26,1
10451.0,10.0,71.0,3.0,15.79,363.85,725.92,0.0,64.85,27.2,1.72,0
10483.0,18.0,72.0,4.0,14.51,7.39,721.56,1.8,78.35,159.9,2.42,1
10488.0,23.0,72.0,4.0,12.76,0.0,724.54,0.0,94.81,170.5,1.02,0
10510.0,21.0,73.0,5.0,13.17,0.0,723.45,2.0,93.83,114.2,1.02,1
10512.0,23.0,73.0,5.0,12.72,0.0,724.41,0.0,96.73,137.8,1.05,0
10535.0,22.0,74.0,6.0,12.98,0.0,724.36,0.0,93.65,124.2,1.13,1
10532.0,19.0,74.0,6.0,15.31,0.0,722.59,0.0,75.53,86.2,1.63,0
10555.0,18.0,75.0,0.0,16.5,63.04,722.09,0.0,63.49,12.6,2.16,1
10552.0,15.0,75.0,0.0,18.39,410.65,722.62,0.0,55.5,15.5,2.37,0
10578.0,17.0,76.0,1.0,14.28,109.02,722.63,0.0,84.51,74.0,1.22,1
10567.0,6.0,76.0,1.0,11.76,0.0,723.7,0.8,97.93,73.3,0.87,0
10602.0,17.0,77.0,2.0,12.07,86.33,722.44,0.5,91.67,0.3,0.88,1
10590.0,5.0,77.0,2.0,11.35,0.0,722.65,0.0,97.09,147.4,1.01,0
10623.0,14.0,78.0,3.0,15.25,172.77,722.09,0.0,67.27,59.2,1.18,1
10631.0,22.0,78.0,3.0,11.41,0.0,722.87,2.6,95.64,31.3,0.84,0
10646.0,13.0,79.0,4.0,12.68,208.02,723.92,0.0,80.41,109.0,1.08,1
10644.0,11.0,79.0,4.0,10.53,85.44,725.01,0.5,92.68,157.6,1.4,0
10747.0,18.0,83.0,1.0,14.11,30.96,721.88,0.0,76.37,172.3,2.03,1
10752.0,23.0,83.0,1.0,12.57,0.0,724.25,0.0,92.2,144.5,1.1,0
10763.0,10.0,84.0,2.0,12.61,328.64,724.47,0.2,88.88,176.6,1.07,1
10759.0,6.0,84.0,2.0,10.64,0.0,722.97,0.1,95.69,157.3,1.02,0
10795.0,18.0,85.0,3.0,14.31,0.85,721.87,0.7,82.34,172.2,1.88,1
10798.0,21.0,85.0,3.0,12.45,0.0,723.31,4.1,95.65,168.5,1.41,0
10809.0,8.0,86.0,4.0,12.41,167.48,724.5,0.0,91.08,64.3,0.6,1
10810.0,9.0,86.0,4.0,15.03,469.22,724.77,0.0,73.1,162.4,1.94,0
10835.0,10.0,87.0,5.0,14.22,312.99,725.36,0.0,78.55,82.4,1.02,1
10826.0,1.0,87.0,5.0,12.46,0.0,724.75,0.0,91.27,236.1,1.05,0
10868.0,19.0,88.0,6.0,13.64,0.0,724.16,0.0,77.68,153.3,1.26,1
10858.0,9.0,88.0,6.0,11.09,51.38,726.34,1.7,94.32,6.1,1.54,0
10891.0,18.0,89.0,0.0,12.04,37.09,723.33,0.2,91.58,163.0,1.06,1
10895.0,22.0,89.0,0.0,11.86,0.0,725.12,0.0,92.07,183.7,1.02,0
10905.0,8.0,90.0,1.0,12.82,148.5,724.08,0.0,84.15,160.2,0.92,1
10907.0,10.0,90.0,1.0,17.14,685.65,724.43,0.0,59.77,89.3,1.63,0
10931.0,10.0,91.0,2.0,13.96,270.73,724.11,0.0,80.58,181.0,1.11,1
10922.0,1.0,91.0,2.0,12.2,0.0,723.91,0.0,95.2,109.4,0.86,0
10965.0,20.0,92.0,3.0,14.57,0.0,722.6,0.0,66.79,358.9,2.39,1
10959.0,14.0,92.0,3.0,16.97,177.91,722.6,0.2,62.15,119.8,1.89,0
10977.0,8.0,93.0,4.0,12.39,160.15,728.67,0.0,86.6,184.6,0.96,1
10970.0,1.0,93.0,4.0,11.14,0.0,727.38,0.0,84.35,277.7,0.71,0
11002.0,9.0,94.0,5.0,14.32,390.28,726.61,0.0,69.38,64.3,0.89,1
10998.0,5.0,94.0,5.0,11.37,0.0,725.41,0.0,91.56,114.1,1.13,0
11038.0,21.0,95.0,6.0,12.07,0.0,725.71,0.0,93.56,159.9,0.9,1
11033.0,16.0,95.0,6.0,14.77,22.45,723.68,0.5,75.67,174.1,2.61,0
11041.0,0.0,96.0,0.0,12.0,0.0,726.63,0.0,94.6,117.1,1.01,1
11043.0,2.0,96.0,0.0,11.88,0.0,724.24,0.0,93.55,309.8,0.54,0
11072.0,7.0,97.0,1.0,11.13,16.63,723.92,0.0,79.1,290.2,0.59,1
11068.0,3.0,97.0,1.0,11.57,0.0,723.6,0.0,76.13,269.9,0.82,0
11109.0,20.0,98.0,2.0,14.81,0.0,722.86,0.0,73.95,291.9,0.99,1
11097.0,8.0,98.0,2.0,14.56,201.98,723.83,0.0,58.79,180.0,3.28,0
11122.0,9.0,99.0,3.0,16.51,443.18,724.55,0.0,53.77,165.5,1.43,1
11114.0,1.0,99.0,3.0,12.32,0.0,723.78,0.0,82.15,228.4,1.25,0
11144.0,7.0,100.0,4.0,12.43,18.77,723.57,0.0,59.09,214.7,1.59,1
11140.0,3.0,100.0,4.0,12.59,0.0,723.25,0.0,64.29,201.8,2.06,0
11180.0,19.0,101.0,5.0,16.12,0.0,728.48,0.0,60.49,347.4,1.64,1
11168.0,7.0,101.0,5.0,10.42,7.2,725.45,0.0,72.68,304.1,0.74,0
11203.0,18.0,102.0,6.0,17.02,29.58,727.65,0.0,60.25,2.9,3.31,1
11188.0,3.0,102.0,6.0,12.63,0.0,729.82,0.0,73.38,6.1,3.17,0
11228.0,19.0,103.0,0.0,15.9,0.0,725.81,0.0,60.35,5.1,2.53,1
11214.0,5.0,103.0,0.0,10.64,0.0,726.35,0.0,80.01,271.2,0.96,0
11248.0,15.0,104.0,1.0,14.40334,200.12456,725.21387,0.0,67.480576,18.0,2.29,1
11234.0,1.0,104.0,1.0,12.66,0.0,727.71,0.0,89.66,66.2,1.04,0
11267.0,10.0,105.0,2.0,16.85,683.84,726.8,0.0,63.88,119.5,1.64,1
11262.0,5.0,105.0,2.0,8.83,0.0,725.6,0.0,94.2,214.7,0.79,0
11304.0,23.0,106.0,3.0,11.64,0.0,728.0,0.0,92.33,122.4,0.89,1
11291.0,10.0,106.0,3.0,15.09,400.68,727.68,0.0,59.37,174.4,1.84,0
11314.0,9.0,107.0,4.0,15.07,364.87,727.9,0.0,71.25,172.4,1.44,1
11317.0,12.0,107.0,4.0,17.83,264.01,726.35,0.0,58.11,342.3,1.7,0
11339.0,10.0,108.0,5.0,15.52,505.28,726.89,0.0,59.17,163.7,2.55,1
11351.0,22.0,108.0,5.0,12.67,0.0,726.8,0.1,97.41,170.7,1.04,0
11368.0,15.0,109.0,6.0,12.5,17.51,725.08,8.9,86.12,176.8,3.81,1
11366.0,13.0,109.0,6.0,19.21,1050.36,724.86,0.0,49.15,40.8,2.78,0
11393.0,16.0,110.0,0.0,14.37,23.51,724.18,0.9,79.49,187.4,1.89,1
11396.0,19.0,110.0,0.0,13.4,0.0,724.4,0.0,87.35,24.7,1.61,0
11409.0,8.0,111.0,1.0,11.12,66.54,726.72,0.0,98.58,334.9,0.63,1
11401.0,0.0,111.0,1.0,10.69,0.0,726.8,4.8,99.58,189.0,0.98,0
11434.0,9.0,112.0,2.0,14.48,267.94,726.8,0.0,66.51,36.2,0.93,1
11437.0,12.0,112.0,2.0,19.64,932.69,725.6,0.0,41.77,117.7,2.16,0
11456.0,7.0,113.0,3.0,12.18,20.71,725.41,0.0,74.78,193.0,1.38,1
11466.0,17.0,113.0,3.0,18.92,198.35,723.2,0.0,49.89,10.0,2.92,0
11492.0,19.0,114.0,4.0,15.0,0.0,725.6,0.0,77.37,14.7,1.21,1
11494.0,21.0,114.0,4.0,13.98,0.0,726.8,0.0,83.12,120.7,1.25,0
11505.0,8.0,115.0,5.0,12.44,167.79,726.54,0.0,85.7,35.7,1.02,1
11506.0,9.0,115.0,5.0,16.59,454.84,726.8,0.0,64.39,182.5,1.13,0
11528.0,7.0,116.0,6.0,13.65,6.29,724.64,0.0,62.19,235.2,1.21,1
11544.0,23.0,116.0,6.0,15.44,0.0,725.6,0.0,48.53,194.0,1.75,0
11552.0,7.0,117.0,0.0,14.4,11.77,724.4,0.0,55.97,221.2,1.71,1
11553.0,8.0,117.0,0.0,15.8,134.39,724.57,0.0,51.19,220.3,1.74,0
11588.0,19.0,118.0,1.0,16.13,0.0,723.85,0.0,56.29,350.9,2.15,1
11583.0,14.0,118.0,1.0,19.35,417.04,724.4,0.0,39.66,140.1,2.18,0
11601.0,8.0,119.0,2.0,14.92,178.86,725.6,0.0,65.07,143.3,0.92,1
11616.0,23.0,119.0,2.0,13.64,0.0,726.8,0.0,63.0,359.0,2.05,0
11626.0,9.0,120.0,3.0,15.16,296.26,726.27,0.0,67.83,104.4,1.33,1
11621.0,4.0,120.0,3.0,12.22,0.0,724.4,0.0,79.9,290.1,0.51,0
11651.0,10.0,121.0,4.0,15.36,369.45,728.0,0.1,72.52,129.0,1.03,1
11642.0,1.0,121.0,4.0,12.4,0.0,726.81,0.0,92.19,167.9,1.11,0
11675.0,10.0,122.0,5.0,17.96,630.01,726.2,0.0,50.6,84.2,1.39,1
11686.0,21.0,122.0,5.0,13.74,0.0,725.48,0.0,85.79,33.4,1.42,0
11707.0,18.0,123.0,6.0,12.14,22.48,724.4,0.1,92.23,262.4,0.95,1
11703.0,14.0,123.0,6.0,19.53,687.94,723.72,0.0,48.27,15.6,3.76,0
11732.0,19.0,124.0,0.0,13.48,0.0,725.13,0.0,84.56,131.5,1.32,1
11724.0,11.0,124.0,0.0,18.35,739.44,726.8,0.0,54.94,112.5,2.14,0
11738.0,1.0,125.0,1.0,11.92,0.0,727.84,0.0,93.38,149.4,0.97,1
11741.0,4.0,125.0,1.0,11.02,0.0,726.8,2.0,96.9,35.6,0.95,0
11767.0,6.0,126.0,2.0,12.08,0.0,725.6,0.0,66.46,207.4,2.51,1
11771.0,10.0,126.0,2.0,16.72,574.64,726.98,0.0,48.21,185.2,2.77,0
11803.0,18.0,127.0,3.0,17.72,61.68,723.6,0.0,57.87,334.3,2.27,1
11796.0,11.0,127.0,3.0,19.14,851.04,726.58,0.0,40.68,84.3,1.97,0
11816.0,7.0,128.0,4.0,12.05,20.37,725.6,0.0,67.72,296.0,0.75,1
11819.0,10.0,128.0,4.0,14.40334,200.12456,725.21387,0.13631596,67.480576,162.56201,1.5960484,0
11840.0,7.0,129.0,5.0,13.57,21.36,724.99,0.0,55.41,207.6,1.57,1
11848.0,15.0,129.0,5.0,20.34,571.67,723.21,0.0,38.99,94.7,2.38,0
11865.0,8.0,130.0,6.0,14.67,155.05,725.54,0.0,63.49,341.7,0.92,1
11877.0,20.0,130.0,6.0,15.26,0.0,724.78,0.0,61.4,330.7,1.63,0
11900.0,19.0,131.0,0.0,15.75,0.0,724.4,0.0,49.4,90.6,1.53,1
11898.0,17.0,131.0,0.0,17.16,200.71,723.23,0.0,47.79,97.4,1.93,0
11913.0,8.0,132.0,1.0,14.61,113.77,725.17,0.0,63.75,45.6,0.97,1
11912.0,7.0,132.0,1.0,12.0,25.68,724.45,0.0,76.86,273.5,0.85,0
11936.0,7.0,133.0,2.0,12.96,38.11,725.6,0.0,75.19,192.3,1.75,1
11952.0,23.0,133.0,2.0,14.45,0.0,726.46,0.0,63.99,328.2,1.11,0
11962.0,9.0,134.0,3.0,17.78,334.24,725.6,0.0,56.97,119.1,1.49,1
11953.0,0.0,134.0,3.0,14.33,0.0,726.63,0.0,67.19,1.5,1.26,0
11995.0,18.0,135.0,4.0,15.52,37.29,724.4,0.0,70.5,76.8,1.66,1
11993.0,16.0,135.0,4.0,17.05,268.91,724.4,0.0,61.96,18.6,2.34,0
12001.0,0.0,136.0,5.0,12.15,0.0,726.91,0.0,92.34,116.1,1.06,1
12021.0,20.0,136.0,5.0,13.71,0.0,726.8,0.0,76.36,322.3,1.0,0
12034.0,9.0,137.0,6.0,14.42,215.86,728.0,0.0,74.71,355.0,1.0,1
12047.0,22.0,137.0,6.0,12.5,0.0,728.0,0.0,83.28,263.0,0.58,0
12058.0,9.0,138.0,0.0,16.5,408.51,728.0,0.0,57.7,177.0,2.3,1
12068.0,19.0,138.0,0.0,15.77,0.0,725.81,0.0,56.4,114.5,2.0,0
12093.0,20.0,139.0,1.0,14.55,0.0,725.6,0.0,51.94,299.8,1.13,1
12082.0,9.0,139.0,1.0,17.19,420.81,727.0,0.0,42.88,181.8,2.63,0
12116.0,19.0,140.0,2.0,13.71,0.0,725.57,0.0,86.49,208.0,0.92,1
12098.0,1.0,140.0,2.0,11.69,0.0,726.81,0.0,70.89,289.0,0.81,0
12139.0,18.0,141.0,3.0,16.01,25.27,725.53,0.0,62.36,354.1,1.67,1
12132.0,11.0,141.0,3.0,19.13,780.34,727.37,0.0,50.69,115.1,1.88,0
12154.0,9.0,142.0,4.0,16.88,385.19,728.0,0.0,57.58,99.3,1.3,1
12146.0,1.0,142.0,4.0,12.3,0.0,728.0,0.0,92.65,175.6,0.8,0
12177.0,8.0,143.0,5.0,13.3,78.72,728.23,0.0,76.82,173.5,0.75,1
12185.0,16.0,143.0,5.0,13.94,84.91,725.6,0.3,77.72,219.9,2.88,0
12201.0,8.0,144.0,6.0,15.13,174.82,726.8,0.0,62.21,7.9,1.06,1
12194.0,1.0,144.0,6.0,12.27,0.0,726.8,0.0,71.27,273.6,0.9,0
12235.0,18.0,145.0,0.0,14.63,16.9,725.6,0.0,76.05,146.9,1.01,1
12232.0,15.0,145.0,0.0,14.42,156.99,726.27,0.4,74.1,36.8,1.79,0
12249.0,8.0,146.0,1.0,14.58,176.99,726.8,0.0,62.13,204.6,1.67,1
12244.0,3.0,146.0,1.0,9.71,0.0,726.31,0.0,88.48,251.7,0.94,0
12283.0,18.0,147.0,2.0,16.32,50.61,724.4,0.0,59.68,10.6,2.03,1
12272.0,7.0,147.0,2.0,11.68,19.94,726.13,0.0,87.12,298.3,0.78,0
12307.0,18.0,148.0,3.0,15.38,63.48,724.44,0.0,62.96,47.1,2.14,1
12297.0,8.0,148.0,3.0,11.47,47.31,727.12,0.0,89.67,161.2,2.06,0
