Index,Hours,Julian_day,Week_day,T_°C,SR_W/m2,p_mb,Prec_mm,RH_%,WD_°,WS_m/s,Class
3586.0,9.0,150.0,4.0,15.48,419.47,721.87,0.0,74.06,118.92,1.11,1
3580.0,3.0,150.0,4.0,11.31,0.0,721.26,0.0,96.21,131.16,0.71,0
3609.0,8.0,151.0,5.0,13.23,143.54,721.75,0.0,85.57,153.24,0.96,1
3619.0,18.0,151.0,5.0,16.67,25.46,719.22,0.0,61.32,286.56,1.68,0
3636.0,11.0,152.0,6.0,14.96,468.7,721.31,0.0,74.84,137.88,1.55,1
3637.0,12.0,152.0,6.0,16.63,517.31,721.07,0.0,67.5,109.44,1.35,0
3659.0,10.0,153.0,0.0,15.87,662.78,721.26,0.0,74.03,174.48,1.45,1
3654.0,5.0,153.0,0.0,11.16,0.0,720.35,0.6,95.43,155.76,0.73,0
3681.0,8.0,154.0,1.0,14.01,190.72,720.8,0.0,73.94,196.44,1.69,1
3694.0,21.0,154.0,1.0,13.05,0.0,720.63,0.0,92.47,165.84,1.29,0
3705.0,8.0,155.0,2.0,12.6,170.57,720.8,0.0,87.98,216.72,1.3,1
3714.0,17.0,155.0,2.0,16.37,75.66,718.36,0.1,64.29,82.2,2.92,0
3740.0,19.0,156.0,3.0,12.78,0.0,719.56,0.3,88.7,229.44,0.92,1
3737.0,16.0,156.0,3.0,15.73,310.85,718.82,0.0,66.8,18.0,3.26,0
3754.0,9.0,157.0,4.0,14.77,320.88,720.8,0.0,70.93,198.36,1.15,1
3753.0,8.0,157.0,4.0,12.95,116.41,720.36,0.0,80.67,183.12,1.12,0
3779.0,10.0,158.0,5.0,15.12,404.32,721.46,0.1,74.32,151.2,1.85,1
3782.0,13.0,158.0,5.0,18.02,466.91,720.66,0.0,54.18,40.44,2.09,0
3793.0,0.0,159.0,6.0,11.94,0.0,721.54,0.0,94.99,142.92,0.95,1
3804.0,11.0,159.0,6.0,19.12,728.42,721.72,0.0,48.77,144.96,1.73,0
3825.0,8.0,160.0,0.0,10.84,71.77,721.45,0.0,79.62,185.88,0.89,1
3833.0,16.0,160.0,0.0,17.43,209.58,720.39,0.0,48.39,100.68,2.1,0
3849.0,8.0,161.0,1.0,13.07,121.74,721.79,0.0,63.16,192.0,1.78,1
3864.0,23.0,161.0,1.0,13.33,0.0,722.51,0.0,61.72,289.56,1.14,0
3873.0,8.0,162.0,2.0,15.92,233.42,721.19,0.0,53.99,259.08,1.15,1
3881.0,16.0,162.0,2.0,19.03,270.12,719.65,0.0,39.66,152.52,1.75,0
3896.0,7.0,163.0,3.0,13.17,25.48,721.0,0.0,52.97,208.68,1.78,1
3889.0,0.0,163.0,3.0,11.6,0.0,721.64,0.0,68.16,246.0,0.89,0
3921.0,8.0,164.0,4.0,13.74,79.85,720.98,0.0,71.15,214.68,0.81,1
3930.0,17.0,164.0,4.0,18.22,149.45,719.55,0.0,49.79,20.64,2.7,0
3943.0,6.0,165.0,5.0,11.23,0.0,720.48,0.0,73.51,237.48,1.02,1
3937.0,0.0,165.0,5.0,12.6,0.0,721.48,0.0,69.12,279.12,1.05,0
3981.0,20.0,166.0,6.0,13.6,0.0,720.55,0.0,44.62,191.04,3.57,1
3980.0,19.0,166.0,6.0,14.07,0.0,720.11,0.0,43.72,187.32,2.52,0
4004.0,19.0,167.0,0.0,15.27,0.0,720.14,0.0,39.07,177.12,3.14,1
4002.0,17.0,167.0,0.0,18.73,422.56,719.56,0.0,31.54,145.68,3.69,0
4015.0,6.0,168.0,1.0,12.49,0.0,720.21,0.0,56.69,190.32,2.34,1
4028.0,19.0,168.0,1.0,15.65,0.0,720.55,0.0,46.52,84.36,2.05,0
4051.0,18.0,169.0,2.0,16.86,33.76,720.78,0.0,43.39,187.56,2.98,1
4056.0,23.0,169.0,2.0,13.53,0.0,722.11,0.0,54.45,230.16,3.3,0
4076.0,19.0,170.0,3.0,15.15,0.0,720.93,0.0,47.4,184.68,3.39,1
4066.0,9.0,170.0,3.0,14.74,458.49,722.03,0.0,49.53,218.16,4.54,0
4102.0,21.0,171.0,4.0,14.73,0.0,721.37,0.0,50.91,188.28,2.29,1
4084.0,3.0,171.0,4.0,11.56,0.0,721.13,0.0,56.23,211.92,2.75,0
4127.0,22.0,172.0,5.0,13.44,0.0,721.02,0.0,52.34,261.48,1.5,1
4109.0,4.0,172.0,5.0,12.8,0.0,720.8,0.0,60.21,193.44,2.13,0
4150.0,21.0,173.0,6.0,14.85,0.0,720.78,0.0,49.04,249.84,1.68,1
4149.0,20.0,173.0,6.0,15.25,0.0,720.44,0.0,48.97,196.2,1.86,0
4162.0,9.0,174.0,0.0,13.59,198.54,721.78,0.0,74.7,175.68,1.18,1
4154.0,1.0,174.0,0.0,13.94,0.0,720.81,0.0,51.5,210.72,2.41,0
4187.0,10.0,175.0,1.0,15.1,291.14,722.7,0.0,66.71,150.12,1.47,1
4188.0,11.0,175.0,1.0,16.54,508.33,722.51,0.0,60.99,108.72,1.32,0
4209.0,8.0,176.0,2.0,11.84,143.43,722.04,0.0,82.53,283.2,0.68,1
4221.0,20.0,176.0,2.0,12.58,0.0,722.93,0.0,89.95,132.6,1.31,0
4233.0,8.0,177.0,3.0,15.36,183.7,722.19,0.0,58.56,181.32,1.72,1
4231.0,6.0,177.0,3.0,11.59,0.0,721.75,0.1,76.36,200.52,1.57,0
4257.0,8.0,178.0,4.0,13.56,170.45,722.22,0.0,64.71,167.52,1.12,1
4251.0,2.0,178.0,4.0,10.85,0.0,722.46,0.0,80.07,281.76,0.7,0
4276.0,3.0,179.0,5.0,11.22,0.0,721.71,0.0,71.87,278.52,1.01,1
4280.0,7.0,179.0,5.0,11.14,21.46,722.35,0.0,77.54,183.6,1.93,0
4304.0,7.0,180.0,6.0,13.12,1.57,721.95,0.0,53.37,219.84,2.08,1
4309.0,12.0,180.0,6.0,20.04,924.6,721.77,0.0,37.63,82.44,1.83,0
4331.0,10.0,181.0,0.0,17.97,535.15,721.47,0.0,44.34,123.48,2.31,1
4333.0,12.0,181.0,0.0,18.55,768.08,721.06,0.0,43.02,81.0,2.38,0
4363.0,18.0,182.0,1.0,16.16,40.75,719.44,0.0,64.8,155.16,2.55,1
4345.0,0.0,182.0,1.0,12.22,0.0,721.4,0.0,84.47,188.4,1.29,0
4379.0,10.0,183.0,2.0,14.96,281.93,722.04,0.0,55.58,144.24,1.26,1
4377.0,8.0,183.0,2.0,12.33,121.52,721.3,0.0,63.96,204.12,2.54,0
4414.0,21.0,184.0,3.0,13.94,0.0,721.66,0.0,68.17,74.76,2.28,1
4408.0,15.0,184.0,3.0,18.87,596.28,719.86,0.0,47.31,191.52,3.03,0
4424.0,7.0,185.0,4.0,10.38,21.4,721.94,0.0,85.62,242.16,1.16,1
4440.0,23.0,185.0,4.0,12.2,0.0,722.27,0.0,84.47,243.6,0.85,0
4450.0,9.0,186.0,5.0,14.42,292.98,722.03,0.0,65.24,144.96,0.89,1
4454.0,13.0,186.0,5.0,20.04,719.56,720.69,0.0,39.2,132.84,2.39,0
4465.0,0.0,187.0,6.0,10.58,0.0,721.65,0.0,84.18,301.92,0.82,1
4486.0,21.0,187.0,6.0,14.52,0.0,721.19,0.0,62.88,80.76,2.76,0
4506.0,17.0,188.0,0.0,15.51,105.5,720.03,0.0,55.35,153.24,1.46,1
4511.0,22.0,188.0,0.0,13.88,0.0,722.57,0.0,48.93,204.24,1.95,0
4520.0,7.0,189.0,1.0,11.56,6.62,721.86,0.0,56.12,264.72,1.58,1
4526.0,13.0,189.0,1.0,18.83,796.22,722.03,0.0,35.45,114.6,2.7,0
4557.0,20.0,190.0,2.0,14.94,0.0,721.03,0.0,40.61,180.24,2.1,1
4556.0,19.0,190.0,2.0,16.23,0.0,720.49,0.0,43.25,107.88,2.82,0
4581.0,20.0,191.0,3.0,14.88,0.0,720.74,0.0,49.48,197.4,2.48,1
4570.0,9.0,191.0,3.0,16.3,440.03,721.21,0.0,34.58,204.6,3.6,0
4605.0,20.0,192.0,4.0,14.82,0.0,720.58,0.0,47.87,194.16,3.24,1
4600.0,15.0,192.0,4.0,19.26,595.66,718.94,0.0,33.23,121.32,3.15,0
4628.0,19.0,193.0,5.0,15.74,0.0,720.19,0.0,44.47,108.36,2.26,1
4613.0,4.0,193.0,5.0,12.74,0.0,720.35,0.0,54.9,227.64,2.37,0
4653.0,20.0,194.0,6.0,15.48,0.0,720.15,0.0,45.29,178.8,2.67,1
4640.0,7.0,194.0,6.0,13.51,14.75,720.45,0.0,52.11,252.48,1.38,0
4678.0,21.0,195.0,0.0,14.32,0.0,721.26,0.0,47.42,200.76,1.92,1
4664.0,7.0,195.0,0.0,13.25,10.31,720.38,0.0,57.18,212.64,2.03,0
4701.0,20.0,196.0,1.0,15.38,0.0,720.64,0.0,42.35,191.4,2.29,1
4698.0,17.0,196.0,1.0,18.46,260.08,719.95,0.0,36.65,108.84,3.5,0
4725.0,20.0,197.0,2.0,15.47,0.0,721.51,0.0,47.82,196.32,1.87,1
4712.0,7.0,197.0,2.0,14.01,15.3,721.18,0.0,44.45,230.4,2.2,0
4748.0,19.0,198.0,3.0,15.63,0.0,723.5,0.0,43.97,159.12,2.45,1
4747.0,18.0,198.0,3.0,16.89,43.36,722.92,0.0,40.3,154.92,2.26,0
4772.0,19.0,199.0,4.0,16.1,0.0,722.57,0.0,42.1,133.44,2.95,1
4758.0,5.0,199.0,4.0,11.84,0.0,723.7,0.0,53.56,217.44,2.26,0
4797.0,20.0,200.0,5.0,15.19,0.0,723.08,0.0,47.36,133.68,1.75,1
4779.0,2.0,200.0,5.0,12.63,0.0,723.59,0.0,57.37,207.48,3.44,0
4820.0,19.0,201.0,6.0,15.6,0.0,722.04,0.0,62.64,176.64,1.3,1
4824.0,23.0,201.0,6.0,13.65,0.0,723.08,0.0,57.88,210.48,1.88,0
4832.0,7.0,202.0,0.0,12.2,15.71,722.11,0.0,63.18,176.04,1.06,1
4843.0,18.0,202.0,0.0,16.98,46.77,720.99,0.0,46.95,63.0,2.26,0
4869.0,20.0,203.0,1.0,15.46,0.0,721.74,0.0,47.36,167.88,1.82,1
4855.0,6.0,203.0,1.0,11.74,0.0,722.47,0.0,57.46,206.76,2.55,0
4893.0,20.0,204.0,2.0,15.49,0.0,721.27,0.0,42.97,164.64,0.58,1
4881.0,8.0,204.0,2.0,14.73,193.88,722.05,0.0,50.26,202.44,3.19,0
4917.0,20.0,205.0,3.0,16.44,0.0,720.78,0.0,47.43,173.04,1.55,1
4916.0,19.0,205.0,3.0,17.18,0.0,720.27,0.0,45.0,158.04,1.69,0
4941.0,20.0,206.0,4.0,14.41,0.0,721.98,0.0,58.6,182.28,2.09,1
4930.0,9.0,206.0,4.0,17.27,426.2,722.5,0.0,40.07,184.92,1.36,0
4954.0,9.0,207.0,5.0,12.92,295.47,723.25,0.0,51.8,197.88,0.53,1
4960.0,15.0,207.0,5.0,18.6,256.71,721.16,0.0,34.17,78.72,1.22,0
4969.0,0.0,208.0,6.0,11.66,0.0,723.59,0.0,70.59,294.0,0.26,1
4988.0,19.0,208.0,6.0,16.26,0.0,721.68,0.0,41.5,115.8,0.99,0
5000.0,7.0,209.0,0.0,13.3,15.65,722.57,0.0,48.28,221.76,1.09,1
5004.0,11.0,209.0,0.0,17.56,789.98,723.9,0.0,39.99,170.04,2.65,0
5037.0,20.0,210.0,1.0,14.76,0.0,722.73,0.0,47.23,161.16,0.99,1
5029.0,12.0,210.0,1.0,19.38,1002.79,722.87,0.0,34.5,102.6,3.57,0
5060.0,19.0,211.0,2.0,15.9,0.0,721.91,0.0,42.93,147.12,1.07,1
5044.0,3.0,211.0,2.0,11.99,0.0,722.85,0.0,61.82,205.44,3.34,0
5085.0,20.0,212.0,3.0,15.04,0.0,721.52,0.0,45.32,152.16,0.9,1
5075.0,10.0,212.0,3.0,16.74,660.53,723.28,0.0,43.65,214.08,2.41,0
5109.0,20.0,213.0,4.0,14.82,0.0,721.48,0.0,47.28,139.08,0.81,1
5100.0,11.0,213.0,4.0,19.14,883.75,722.37,0.0,34.33,154.68,1.34,0
5132.0,19.0,214.0,5.0,15.27,0.0,721.71,0.0,40.8,146.88,1.79,1
5136.0,23.0,214.0,5.0,12.72,0.0,723.25,0.0,46.02,204.36,1.24,0
5160.0,23.0,215.0,6.0,12.59,0.0,722.95,0.0,52.09,230.16,0.29,1
5139.0,2.0,215.0,6.0,11.94,0.0,722.26,0.0,50.9,211.08,1.18,0
5168.0,7.0,216.0,0.0,11.11,9.48,722.11,0.0,54.39,213.6,0.55,1
5169.0,8.0,216.0,0.0,12.39,125.52,722.72,0.0,49.28,207.96,0.74,0
5193.0,8.0,217.0,1.0,14.2,240.23,723.27,0.0,53.35,121.32,0.81,1
5186.0,1.0,217.0,1.0,11.72,0.0,723.11,0.0,58.17,301.32,0.47,0
5218.0,9.0,218.0,2.0,12.67,244.29,723.86,0.0,75.37,153.72,1.55,1
5223.0,14.0,218.0,2.0,17.43,649.86,722.32,0.0,50.93,119.28,2.39,0
5241.0,8.0,219.0,3.0,12.59,159.24,722.71,0.0,66.31,158.52,0.75,1
5237.0,4.0,219.0,3.0,8.69,0.0,722.81,0.0,86.65,309.48,0.45,0
5277.0,20.0,220.0,4.0,14.58,0.0,722.1,0.0,59.45,214.08,0.34,1
5267.0,10.0,220.0,4.0,17.01,749.97,723.88,0.0,39.5,130.08,1.89,0
5284.0,3.0,221.0,5.0,12.31,0.0,722.08,0.0,63.58,166.8,0.37,1
5298.0,17.0,221.0,5.0,17.07,312.84,720.79,0.0,48.43,290.16,3.06,0
5312.0,7.0,222.0,6.0,8.98,8.53,722.05,0.0,68.85,234.6,0.67,1
5320.0,15.0,222.0,6.0,18.07,240.67,721.12,0.0,42.91,178.68,1.73,0
5337.0,8.0,223.0,0.0,11.0,138.7,722.87,0.0,82.22,234.84,0.91,1
5329.0,0.0,223.0,0.0,11.27,0.0,723.71,0.0,88.41,67.08,1.08,0
5372.0,19.0,224.0,1.0,13.87,0.0,721.39,0.1,75.61,280.92,1.41,1
5369.0,16.0,224.0,1.0,18.35,212.56,720.79,0.0,40.6,83.16,1.83,0
5384.0,7.0,225.0,2.0,11.39,12.53,722.46,0.0,68.79,207.0,1.52,1
5395.0,18.0,225.0,2.0,15.98,19.94,721.1,0.0,43.48,164.64,1.94,0
5407.0,6.0,226.0,3.0,11.46,0.0,722.25,0.0,56.1,211.8,1.44,1
5410.0,9.0,226.0,3.0,15.08,406.03,722.87,0.0,46.26,186.24,2.62,0
5445.0,20.0,227.0,4.0,15.01,0.0,721.52,0.0,45.54,162.96,3.5,1
5428.0,3.0,227.0,4.0,12.03,0.0,721.23,0.0,51.96,209.64,3.39,0
5470.0,21.0,228.0,5.0,14.02,0.0,722.11,0.0,46.67,208.92,1.71,1
5468.0,19.0,228.0,5.0,15.38,0.0,721.63,0.0,42.82,152.28,2.19,0
5493.0,20.0,229.0,6.0,15.2,0.0,721.26,0.0,43.04,150.24,2.16,1
5489.0,16.0,229.0,6.0,19.35,657.96,720.69,0.0,30.26,111.0,3.8,0
5516.0,19.0,230.0,0.0,14.73,0.0,720.78,0.0,48.37,138.72,2.01,1
5518.0,21.0,230.0,0.0,13.71,0.0,721.27,0.0,52.68,216.36,2.33,0
5540.0,19.0,231.0,1.0,15.02,0.0,720.18,0.0,40.55,142.56,1.76,1
5530.0,9.0,231.0,1.0,13.72,463.19,722.39,0.0,38.77,183.6,4.68,0
5565.0,20.0,232.0,2.0,13.89,0.0,721.7,0.0,54.51,265.56,1.42,1
5563.0,18.0,232.0,2.0,16.2,52.07,720.88,0.0,38.96,92.76,3.04,0
5589.0,20.0,233.0,3.0,13.69,0.0,721.82,0.0,64.71,67.32,1.92,1
5588.0,19.0,233.0,3.0,14.1,0.0,721.21,0.0,61.01,177.24,2.89,0
5602.0,9.0,234.0,4.0,15.26,445.73,722.67,0.0,49.84,162.24,3.01,1
5610.0,17.0,234.0,4.0,17.5,309.65,719.98,0.0,45.67,236.28,3.55,0
5624.0,7.0,235.0,5.0,10.54,24.76,720.99,0.0,68.0,188.16,1.39,1
5627.0,10.0,235.0,5.0,17.6,704.75,721.67,0.0,36.81,147.72,2.13,0
5661.0,20.0,236.0,6.0,14.36,0.0,720.44,0.0,62.66,76.56,1.79,1
5648.0,7.0,236.0,6.0,11.51,0.67,720.63,0.0,80.93,181.44,0.69,0
5686.0,21.0,237.0,0.0,12.84,0.0,721.1,0.0,69.32,254.28,0.86,1
5684.0,19.0,237.0,0.0,15.08,0.0,719.98,0.0,60.8,115.32,2.3,0
5698.0,9.0,238.0,1.0,13.47,129.67,722.84,0.0,51.69,205.68,1.95,1
5693.0,4.0,238.0,1.0,11.45,0.0,721.19,0.0,61.19,214.2,1.34,0
5731.0,18.0,239.0,2.0,15.4,60.2,720.56,0.0,59.02,178.56,2.83,1
5736.0,23.0,239.0,2.0,10.82,0.0,722.69,0.0,90.38,138.0,1.44,0
5755.0,18.0,240.0,3.0,16.18,105.66,720.41,0.0,49.15,292.2,1.81,1
5740.0,3.0,240.0,3.0,10.73,0.0,721.61,0.0,88.18,149.4,1.61,0
5782.0,21.0,241.0,4.0,14.11,0.0,721.23,0.0,53.99,166.08,1.34,1
5775.0,14.0,241.0,4.0,20.26,968.7,720.33,0.0,33.19,101.64,3.82,0
5785.0,0.0,242.0,5.0,13.6,0.0,721.93,0.0,53.02,224.64,1.58,1
5800.0,15.0,242.0,5.0,19.63,935.82,720.75,0.0,28.49,94.2,4.3,0
5828.0,19.0,243.0,6.0,15.47,0.0,720.81,0.0,32.82,150.36,2.24,1
5829.0,20.0,243.0,6.0,14.22,0.0,721.32,0.0,40.42,198.84,2.6,0
5854.0,21.0,244.0,0.0,12.76,0.0,721.12,0.0,52.36,269.28,1.38,1
5838.0,5.0,244.0,0.0,11.34,0.0,720.8,0.0,49.16,198.48,3.36,0
5876.0,19.0,245.0,1.0,15.45,0.0,719.62,0.0,56.25,180.48,2.98,1
5879.0,22.0,245.0,1.0,13.58,0.0,721.22,0.0,69.15,185.04,0.76,0
5900.0,19.0,246.0,2.0,15.46,0.0,719.67,0.0,54.78,63.96,1.83,1
5889.0,8.0,246.0,2.0,14.04,248.93,721.04,0.0,63.69,177.12,1.9,0
5911.0,6.0,247.0,3.0,9.43,0.0,720.7,0.0,69.25,266.88,0.86,1
5913.0,8.0,247.0,3.0,13.51,192.43,721.15,0.0,52.4,180.84,2.79,0
5935.0,6.0,248.0,4.0,11.79,0.0,720.91,0.0,54.76,204.12,1.63,1
5943.0,14.0,248.0,4.0,20.23,1073.76,720.33,0.0,30.55,96.48,4.26,0
5960.0,7.0,249.0,5.0,11.66,28.78,720.41,0.0,45.75,168.48,1.97,1
5970.0,17.0,249.0,5.0,16.48,115.24,719.02,0.0,42.18,125.52,3.57,0
5995.0,18.0,250.0,6.0,15.04,45.2,719.22,0.0,45.72,103.08,2.8,1
5980.0,3.0,250.0,6.0,11.92,0.0,719.49,0.0,56.07,194.64,4.13,0
6019.0,18.0,251.0,0.0,16.99,89.15,719.56,0.0,34.05,135.72,2.84,1
6007.0,6.0,251.0,0.0,11.5,0.0,720.11,0.0,56.77,216.96,3.49,0
6044.0,19.0,252.0,1.0,14.94,0.0,719.65,0.0,59.87,180.72,2.1,1
6033.0,8.0,252.0,1.0,14.91,266.58,721.22,0.0,47.5,187.08,3.28,0
6056.0,7.0,253.0,2.0,9.67,19.49,720.37,0.0,77.36,295.56,0.88,1
6058.0,9.0,253.0,2.0,15.91,479.73,720.8,0.0,47.41,180.72,2.1,0
6082.0,9.0,254.0,3.0,14.8,367.9,720.8,0.0,64.44,132.84,1.24,1
6074.0,1.0,254.0,3.0,11.4,0.0,720.72,0.0,88.94,157.2,1.39,0
6117.0,20.0,255.0,4.0,13.23,0.0,719.27,0.0,64.7,311.4,0.95,1
6102.0,5.0,255.0,4.0,9.97,0.0,720.39,1.4,91.29,167.28,0.74,0
6142.0,21.0,256.0,5.0,12.89,0.0,720.79,0.0,84.14,176.4,1.4,1
6134.0,13.0,256.0,5.0,18.62,413.83,720.44,0.0,39.62,161.76,2.98,0
6164.0,19.0,257.0,6.0,14.24,0.0,720.45,0.0,70.58,66.6,2.02,1
6165.0,20.0,257.0,6.0,13.68,0.0,721.05,0.0,72.3,67.56,1.74,0
6187.0,18.0,258.0,0.0,15.87,62.44,720.63,0.0,51.92,78.24,1.71,1
6186.0,17.0,258.0,0.0,17.14,193.11,720.52,0.0,45.03,71.28,1.87,0
6202.0,9.0,259.0,1.0,12.93,177.1,723.36,0.0,73.17,184.92,1.03,1
6194.0,1.0,259.0,1.0,11.59,0.0,722.64,0.3,85.57,232.68,0.8,0
6226.0,9.0,260.0,2.0,14.31,373.04,722.88,0.0,47.19,135.0,1.18,1
6218.0,1.0,260.0,2.0,9.51,0.0,722.27,0.0,68.55,293.16,1.05,0
6260.0,19.0,261.0,3.0,13.63,0.0,720.35,0.0,77.86,177.24,2.38,1
6243.0,2.0,261.0,3.0,11.71,0.0,721.72,0.0,89.69,200.04,0.68,0
6283.0,18.0,262.0,4.0,11.82,0.0,720.14,2.7,87.37,167.76,1.11,1
6284.0,19.0,262.0,4.0,11.66,0.0,720.81,1.2,89.4,95.4,1.13,0
6311.0,22.0,263.0,5.0,11.72,0.0,722.12,0.0,86.3,190.8,0.99,1
6302.0,13.0,263.0,5.0,18.77,454.81,721.08,0.0,49.12,106.32,1.43,0
6313.0,0.0,264.0,6.0,11.85,0.0,722.46,0.0,85.0,98.4,0.77,1
6326.0,13.0,264.0,6.0,19.15,832.86,721.09,0.0,44.46,20.4,2.35,0
6355.0,18.0,265.0,0.0,10.74,10.73,721.48,1.2,89.42,36.24,0.89,1
6357.0,20.0,265.0,0.0,10.2,0.0,722.28,0.0,94.62,103.8,1.08,0
6379.0,18.0,266.0,1.0,11.9,0.06,721.61,0.2,89.18,265.92,1.25,1
6382.0,21.0,266.0,1.0,11.82,0.0,722.97,0.0,93.19,132.48,0.83,0
6405.0,20.0,267.0,2.0,13.68,0.0,722.22,0.0,56.76,238.2,1.05,1
6399.0,14.0,267.0,2.0,19.95,970.34,721.97,0.0,32.43,84.96,2.25,0
6428.0,19.0,268.0,3.0,13.53,0.0,721.39,0.0,80.39,153.0,2.14,1
6422.0,13.0,268.0,3.0,20.57,781.13,721.64,0.0,31.55,80.76,2.0,0
6451.0,18.0,269.0,4.0,12.16,0.0,720.8,1.8,93.11,175.44,0.74,1
6446.0,13.0,269.0,4.0,21.91,1158.45,721.39,0.0,30.13,78.48,2.12,0
6476.0,19.0,270.0,5.0,12.09,0.0,721.51,0.4,83.37,168.24,0.91,1
6472.0,15.0,270.0,5.0,20.76,507.94,719.58,0.0,37.95,163.56,3.25,0
6501.0,20.0,271.0,6.0,14.62,0.0,721.9,0.0,63.25,185.28,1.06,1
6492.0,11.0,271.0,6.0,19.54,812.47,722.88,0.0,39.73,126.0,2.02,0
6525.0,20.0,272.0,0.0,14.61,0.0,721.75,0.0,51.4,173.04,2.14,1
6506.0,1.0,272.0,0.0,12.41,0.0,722.29,0.0,65.28,196.08,0.93,0
6535.0,6.0,273.0,1.0,11.04,0.0,722.44,0.0,53.3,205.08,2.79,1
6538.0,9.0,273.0,1.0,15.95,509.67,723.03,0.0,29.61,195.96,3.65,0
6572.0,19.0,274.0,2.0,15.08,0.0,721.15,0.0,38.75,165.84,2.75,1
6573.0,20.0,274.0,2.0,14.22,0.0,721.59,0.0,42.21,192.12,3.37,0
6597.0,20.0,275.0,3.0,13.42,0.0,722.12,0.0,46.88,260.64,1.36,1
6577.0,0.0,275.0,3.0,12.66,0.0,722.81,0.0,40.47,190.44,2.63,0
6624.0,23.0,276.0,4.0,12.96,0.0,723.26,0.0,57.35,183.96,2.15,1
6617.0,16.0,276.0,4.0,17.56,166.64,721.22,0.0,41.94,103.08,3.78,0
6632.0,7.0,277.0,5.0,9.79,31.91,722.43,0.0,78.82,255.96,0.93,1
6643.0,18.0,277.0,5.0,16.07,25.87,720.39,0.0,59.29,116.52,3.75,0
6671.0,22.0,278.0,6.0,12.65,0.0,722.52,0.0,85.78,181.08,0.67,1
6666.0,17.0,278.0,6.0,18.14,184.64,719.56,0.0,48.24,174.0,3.19,0
6693.0,20.0,279.0,0.0,11.59,0.0,722.24,3.0,94.14,142.08,1.56,1
6683.0,10.0,279.0,0.0,18.77,740.58,722.55,0.0,38.0,196.92,2.35,0
6705.0,8.0,280.0,1.0,12.42,206.74,722.88,0.0,80.08,176.04,1.51,1
6711.0,14.0,280.0,1.0,18.71,455.03,721.28,0.0,46.9,171.48,1.47,0
6735.0,14.0,281.0,2.0,14.88,134.08,721.28,0.0,70.48,143.52,2.47,1
6732.0,11.0,281.0,2.0,15.9,373.78,723.03,0.0,68.16,165.48,1.65,0
6766.0,21.0,282.0,3.0,11.24,0.0,723.69,2.7,92.51,162.6,1.71,1
6747.0,2.0,282.0,3.0,10.13,0.0,722.32,0.0,98.78,178.56,0.99,0
6787.0,18.0,283.0,4.0,11.57,2.3,722.15,2.7,92.95,145.92,0.9,1
6790.0,21.0,283.0,4.0,11.36,0.0,723.09,0.1,91.54,125.64,0.68,0
6811.0,18.0,284.0,5.0,12.84,30.95,722.1,0.0,83.83,195.6,1.74,1
6816.0,23.0,284.0,5.0,12.23,0.0,723.41,0.0,81.95,255.24,0.51,0
6838.0,21.0,285.0,6.0,12.48,0.0,722.85,0.0,84.55,283.32,0.55,1
6840.0,23.0,285.0,6.0,13.03,0.0,723.58,0.0,72.42,201.12,2.65,0
6860.0,19.0,286.0,0.0,13.57,0.0,721.43,0.0,83.16,217.68,0.95,1
6841.0,0.0,286.0,0.0,13.1,0.0,723.43,0.0,66.72,196.68,3.01,0
6886.0,21.0,287.0,1.0,13.73,0.0,722.82,0.0,53.9,265.32,1.66,1
6881.0,16.0,287.0,1.0,18.14,194.54,720.81,0.0,40.0,111.96,2.25,0
6895.0,6.0,288.0,2.0,11.06,0.0,722.94,0.0,63.35,227.16,1.69,1
6911.0,22.0,288.0,2.0,14.24,0.0,723.46,0.0,55.05,189.6,1.52,0
6919.0,6.0,289.0,3.0,11.94,0.0,722.52,0.0,61.06,200.64,2.32,1
6930.0,17.0,289.0,3.0,17.94,361.88,721.18,0.0,53.19,234.48,3.37,0
6953.0,16.0,290.0,4.0,12.06,8.8,721.24,5.4,76.13,293.52,2.68,1
6951.0,14.0,290.0,4.0,19.07,570.24,721.14,0.0,49.15,120.36,3.73,0
6978.0,17.0,291.0,5.0,13.89,38.34,720.67,0.3,71.57,265.44,1.58,1
6965.0,4.0,291.0,5.0,11.01,0.0,722.46,0.0,93.91,165.72,1.22,0
7003.0,18.0,292.0,6.0,12.72,40.53,721.42,0.5,88.1,75.36,1.09,1
6999.0,14.0,292.0,6.0,19.26,1162.11,721.13,0.0,49.47,78.12,2.52,0
7028.0,19.0,293.0,0.0,13.59,0.0,721.34,0.0,74.54,198.84,1.19,1
7025.0,16.0,293.0,0.0,15.45,112.09,720.8,0.0,63.85,74.76,2.44,0
7051.0,18.0,294.0,1.0,12.26,11.36,721.15,0.0,86.79,239.52,0.98,1
7039.0,6.0,294.0,1.0,11.12,0.0,722.7,0.0,94.07,163.92,1.18,0
7077.0,20.0,295.0,2.0,12.02,0.0,722.66,0.0,88.76,225.36,0.77,1
7080.0,23.0,295.0,2.0,11.29,0.0,723.29,0.0,90.5,137.16,0.78,0
7090.0,9.0,296.0,3.0,14.1,295.88,723.77,0.0,67.79,176.76,2.38,1
7099.0,18.0,296.0,3.0,15.79,16.35,720.9,0.0,64.63,207.24,2.35,0
7122.0,17.0,297.0,4.0,13.08,14.71,721.19,0.6,82.98,165.48,2.08,1
7121.0,16.0,297.0,4.0,15.3,55.82,720.84,0.0,65.94,113.4,2.42,0
